36;SWORD GROUP SE;ST DIDIER AU MONT D OR Rhône;4Lucie VARELA;Plateforme web d&#8217;information voyageurs
;http://intranet-if.insa-lyon.fr/stages/descriptif/SWORD%20-%20Stage-2012-SIG_Vianavigo.ppt
137;QUADRA SERVICES;PARIS Paris;4-5Hakim BOUCHIBI;stage en R&amp;D autour de nouvelles technolog;rojets et développements orientés HTML5 / 
138;EVOLUTIC;VILLEURBANNE Rhône;3-4Aurore SALA;Pour résumer les offres :
- Développeur Del;gage) : Optimisation de notre application 
39;AREVA;LYON Rhône;4Félix ARNOUX;Développement d&#8217;un outil de pré- et post-traitement pour
un logiciel de thermomécanique "crayon combustible";http://intranet-if.insa-lyon.fr/stages/descriptif/AREVA.pdf
40;THALES AVIONICS SA;VALENCE Drôme;4Flavien DUCHAMP;Amélioration des logiciels Thales de l'activité comptables;http://intranet-if.insa-lyon.fr/stages/descriptif/Thales%20Avionics%20Valence.pdf
41;PRELEM;LYON Rhône;3contact@prelem.com;Refonte de l&#8217;intranet;http://intranet-if.insa-lyon.fr/stages/descriptif/Prelem%20BET%20Thermique.pdf
142;AZIMUT MONITORING;Alpespace, Françin Savoie;4-5simon.andre@azimut-monitoring.com;stages en génie logiciel et bases de données;http://intranet-if.insa-lyon.fr/stages/descriptif/AZIMUT%20MONITORING%20-offre%20stage_v1.pdf
43;AXA;LONDRES Royaume Uni;5francois.bouillaguet@axa-im.com;Intern Job Title: Performance Analyst;http://intranet-if.insa-lyon.fr/stages/descriptif/AXA%20-%20Job%20Requisition%20-%20Performance%20Analyst%20UK.pdf
144;FIE;VILLEURBANNE Rhône;3-4beatrice .frezal@insa-lyon.fr;;http://intranet-if.insa-lyon.fr/stages/descriptif/FIE%20-%20%20Annonce%20stage%20etudiant%20INSA-1.pdf
45;LEE CONSEIL;RILLIEUX-LA-PAPE Rhône;3Elysabeth LEYGUES;EVOLUTION DE L&#8217;OUTIL DE BASE DE DONNEES COMMERCIALE DE L&#8217;ENTREPRISE;http://intranet-if.insa-lyon.fr/stages/descriptif/LEE%20Conseil%20-%20906%2000%20-%20DRH%20-%20Offre%20de%20stage%20Base%20Commerciale%20-%20V2.pdf
146;ATOS WORLDLINE;LYON Rhône;4-5Magali HEUZEY;book de stage en ligne:
http://www.atosworldline.com/Flipbook/campagne_stage_2011/;http://intranet-if.insa-lyon.fr/stages/descriptif/ATOS%20WORLDLINE%20LYON.doc
147;INSA LIRIS;VILLEURBANNE Rhône;3-4Yann GRIPAY;Prototypage d'un "Koffre-fort" de données personnelles
(Projet ANR KISS);http://intranet-if.insa-lyon.fr/stages/descriptif/INSA%20LIRIS%20-%20Sujet%204IF.pdf
48;INRIA;AVIGNON Vaucluse;4stephane.sammartino@univ-avignon.fr;Automatisation du traitement et de l&#8217;analyse de sé; tomographie RX &#8211; application à l&#8217;étude du 
149;THALES ELECTRON DEVICES;THONON LES BAINS Haute Savoie;4-5ninon.depalma@thalesgroup.com;Etude et réalisation d&#8217;une carte acquisition équipée d&#8217;un microcontrôleur
PIC24F;http://intranet-if.insa-lyon.fr/stages/descriptif/THALES%20-%20Etude%20et%20realisation%20d%27une%20carte%20d%27acquisition%20equipee%20d%27un%20microcontroleur%20PIC24F.pdf
150;EDF RECHERCHE ET DEVELOPPEMENT;CLAMART Hauts de Seine;3-4nicolas.chamollet@edf.fr;DEVELOPPER UNE APPLICATION « PYTHON » POUR VISUALISER LES FLUX ELECTRIQUES
DU RESEAU HAUTE-TENSION EUROPEEN DANS UN SYSTEME D&#8217;INFORMATION
GEOGRAPHIQUE (SIG);http://intranet-if.insa-lyon.fr/stages/descriptif/EDF%20-%202012%2002%20proposition%20stage%20PRISM-METRIX-GEOMETRIX%202012_2%20_%20DRIIME.pdf
51;INSA LIRIS;VILLEURBANNE Rhône;4Jean-Marc PETIT;Refonte de bases de données scientifiques et techniques;http://intranet-if.insa-lyon.fr/stages/descriptif/INSA%20LIRIS%20-%20120228_sujet%20stage%20LIRIS_vHOS.pdf
52;SPOTUSE;WIEN Autriche;4Bruno LANGLOIS;Développement et mise en place d'un framework "Tests-Driven Development" dans un
environnement X-treme Programming / Scrum;http://intranet-if.insa-lyon.fr/stages/descriptif/SpotUse.pdf
153;EUROCOPTER;MARIGNANE Bouches du Rhône;4-5Céline DI FILIPPO;Stage / Outil de gestion documentaire R&amp;D;http://intranet-if.insa-lyon.fr/stages/descriptif/EUROCOPTER%20MARIGNANE%20-%20149987-2.pdf
154;SOLYEV;MARCILLY D AZERGUES Rhône;3-4Paul-Valère Marchand;Système d'information communicant
PGI - Tablette numérique - Extranet;http://intranet-if.insa-lyon.fr/stages/descriptif/SOLYEV%20-%202012_03_PropStageINSA.pdf
155;INOVACTION;VILLEURBANNE Rhône;4-5Bertrand BARADINE;Développeur iOS;http://intranet-if.insa-lyon.fr/stages/descriptif/iNovAction%20Services%20%281%29%20-%20Stage%20iOS.pdf
56;MICHELIN;CLERMONT FERRAND Puy de dôme;4Magalie COCURAL;Structuration, consolidation, fouille de données d&#8217;usage à
très forte valeur ajoutée;http://intranet-if.insa-lyon.fr/stages/descriptif/MICHELIN%20-%20MC_BaseDeDonnee.pdf
157;INOVACTION;VILLEURBANNE Rhône;3-4Bertrand BARADINE;Développeur Web;http://intranet-if.insa-lyon.fr/stages/descriptif/iNovAction%20Services%20-%20Stage%20Web.pdf
58;UNIVERSITE LYON 3;LYON Rhône;3yann.bergheaud@univ-lyon3.fr;Mise à jour et amélioration du portail de ressources pédagogiques;http://intranet-if.insa-lyon.fr/stages/descriptif/Univ%20Lyon%203%20-%20Offre%20de%20Stage%202012.pdf
59;INIVERSITE LYON 3;LYON Rhône;3gerald.delabre@univ-lyon3.fr;Mise à jour de la plate-forme pédagogique de la
Faculté;http://intranet-if.insa-lyon.fr/stages/descriptif/Univ%20lyon%203%20-%20offre_de_stage_2012_2.pdf
60;FOXSTREAM;VAULX-EN-VELIN Rhône;4	Lionel Robinault;Application de visualisation à distance des
caméras et des enregistrements vidéos sur navigateur Web;http://intranet-if.insa-lyon.fr/stages/descriptif/FOXSTREAM%20-%20Sujet%20Stage%20PFE%202011-1.pdf
61;NTN-SNR ROULEMENTS;ANNECY Haute Savoie;4claude.chapel@ntn-snr.fr;Sécurisation et optimisation de notre environnement de développement Zend (technologie PHP 5 / MySQL);http://intranet-if.insa-lyon.fr/stages/descriptif/NTN%20SNR%20-%20Proposition_stage_mep_performance_zend_V2-1.pdf
62;A2KTECHNOLOGIES;CHAMBERY Haute Savoie;4paul.bonnaure@a2ktechnologies.com;2 sujets :
- Communication M2M pour les produits Livepark
- Amélioration/Suivi des produits Livepark;http://intranet-if.insa-lyon.fr/stages/descriptif/A2KTechnologies%20-%20PROPOSITION%20DE%20STAGE%20-2.pdf
163;SNCF;LYON Rhône;4-5Damien ROSSO;Mise en place d'un outil de suivi de la ponctualité en Escale;http://intranet-if.insa-lyon.fr/stages/descriptif/SNCF%20-%20Fiche%20Mission%20Stage%20Chef%20de%20Projet%20Outil%20Ponctualite.doc
64;EDF - DIVISION PIH;LYON Rhône;4Jean-Pierre SFERRUZZA;Mettre en place une architecture et les moyens d'exécution de tests;http://intranet-if.insa-lyon.fr/stages/descriptif/EDF%20Lyon.pdf
165;WEBCASTOR;VILLEURBANNE Rhône;3-4elod.egyed-zsigmond@insa-lyon.fr;3 sujets proposés :
- Développement d'applications de WebTV interactive pour la formation et la communication.
- Développement d'applications interactives basées sur le capteur Kinect for Windows de Microsoft
- Service de montage vidéo en mobilité
-;http://intranet-if.insa-lyon.fr/stages/descriptif/WEBCASTOR.zip
66;CHANEL;PARIS Paris;4Astrid  DE GERMAY;Retrouvez les offres et postulez sur www.chanel.com, rubrique "Carrières";http://intranet-if.insa-lyon.fr/stages/descriptif/CHANEL%20-%20Campus%20recrutement%20Mars%202012.jpg
67;SNCF;LYON Rhône;4France BONNET;Développement WEB (Intranet de suivi d&#8217;activité);http://intranet-if.insa-lyon.fr/stages/descriptif/SNCF%20-%20offre%20de%20stage%20-%20DSI-T%20EMM-OA.pdf
68;GROUPE VALSOLEIL;MONTELIER Drôme;4Alain JEANDENAND;rédaction d'un cahier des charges
pour mise en place d'un outil Intranet / Extranet;http://intranet-if.insa-lyon.fr/stages/descriptif/GROUPE%20VALSOLEIL.pdf
69;INTERFACES SOLUTIONS;LYON Rhône;4Rémi LECUYER;Conception et mise en oeuvre d&#8217;un processus de
numérisation de documents;http://intranet-if.insa-lyon.fr/stages/descriptif/INTERFACES%20SOLUTIONS%20-%20Offre%20de%20stage-1.pdf
170;SNCF;LYON Rhône;3-4France BONNET;Mise en place d&#8217;un automate de validation dans les domaines de l&#8217;accessibilité du web et du référencement;http://intranet-if.insa-lyon.fr/stages/descriptif/SNCF%20-%20Offre%20de%20stage%20ADW%202011-2012-1.pdf
171;ALSTOM TRANSPORT;VITROLLES Bouches du Rhône;4-5Nicolas ANDRIEUX;Participerez au développement d'une nouvelle Interface Homme Machine;http://intranet-if.insa-lyon.fr/stages/descriptif/ALSTOM%20TRANSPORT.zip
72;CNRS DELEGATION DE LA COTE D'AZUR;VALBONNE Alpes Maritimes;4eric.gervasoni@dr20.cnrs.fr;Mise en place d'un outil informatique partagé entre différents acteurs de la circonscription;http://intranet-if.insa-lyon.fr/stages/descriptif/CNRS%20COTE%20D%20AZUR%20-%20Offre%20de%20stage%20V2.pdf
73;ALTERNANCE SOFT;ECULLY Rhône;4Thierry AUBERT;Création d'un portail de services de supervision;http://intranet-if.insa-lyon.fr/stages/descriptif/ALTERNANCE%20SOFT%20-%20Stage2012-Supervision-1.pdf
74;BULL;ECHIROLLES Isère;3Elodie GAJON;Participation à la qualification d'un logiciel spécifique développé en J2EE;http://intranet-if.insa-lyon.fr/stages/descriptif/BULL%20-%20Participer%20a%20la%20qualifiaction%20d%27un%20logiciel%20specifique%20developpe%20en%20J2EE.pdf
75;ALPTIS ASSURANCES;LYON Rhône;4Sophie SCHNEIDER;Développeur Décisionnel;http://intranet-if.insa-lyon.fr/stages/descriptif/Alptis%20-%20%20Developpeur%20Decionnel-INSA-mars12.pdf
176;YSEOP;LYON Rhône;3-4contact@yseop.com;2 sujets :
- Processus de gestion de la documentation des librairies
- Mise en place de l'extranet clients / partenaires;http://intranet-if.insa-lyon.fr/stages/descriptif/YSEOP.zip
77;CLASQUIN;LYON Rhône;4Stéphane MANCUSO;stage en informatique décisionnelle;http://intranet-if.insa-lyon.fr/stages/descriptif/CLASQUIN%20-%20Offre%20de%20stage%20-%20Informatique%20Decisionnelle%20.pdf
78;DSV;ST QUENTIN FALLAVIER Isère;4Rémi BIDILIE;Développement d&#8217;application interne : Gestion des achats, note de frais, RH...;http://intranet-if.insa-lyon.fr/stages/descriptif/DSV%20GROUPE.pdf
179;ERDF-GRDF;PARIS Paris;3-4Véronique Vasseur &amp; Alain Joye;Conception d'un outil de suivi informatique;http://intranet-if.insa-lyon.fr/stages/descriptif/ERDF-GRDF%20Offre%20stage%20GrDFx.pdf
180;LMS IMAGINE SA;ROANNE Loire;4-5sandrine.deboeuf@lmsintl.com;Méthodes numériques pour l&#8217;initialisation de systèmes algébro-différentiels;http://intranet-if.insa-lyon.fr/stages/descriptif/LMS_stage12_initialisation_3_NR.pdf
181;LMS IMAGINE SA;LYON Rhône;3-4sandrine.deboeuf@lmsintl.com;Development of AMESim Movies to valorize the existing Platform
features;http://intranet-if.insa-lyon.fr/stages/descriptif/2012_SNT_stage19_movies.pdf
182;ORANGE DECI;LYON Rhône;3-4emmanuel.guilain@orange.com;4 sujets de stage proposés;http://intranet-if.insa-lyon.fr/stages/descriptif/ORANGE%20DECI.zip
183;ZK PWK MECACENTRE;SAINT ETIENNE Loire;4-5sylvie.mialon@zf.com;Elaborer et développer un Outil de Gestion RH élargie
;http://intranet-if.insa-lyon.fr/stages/descriptif/ZK%20PWK%20MECACENTRE%20-Offre%20de%20stage%20-%20IF%2020120319a.pdf
84;SAINT GOBAIN;LA DEFENSE Hauts de Seine;4saintgobain-334570@cvmail.com;Projet eBusiness;http://intranet-if.insa-lyon.fr/stages/descriptif/SAINT%20GOBAIN%20-%2031%2001%202012%20Stage%20chef%20projet%20Junior%20eBusiness%201.2012.pdf
85;SAINT GOBAIN;LA DEFENSE Hauts de Seine;4saintgobain-334570@cvmail.com;Projet Informatique Technologies Web;http://intranet-if.insa-lyon.fr/stages/descriptif/SAINT%20GOBAIN%20-%2031%2001%202012%20Stage%20chef%20projet%20Junior%20Informatique.pdf
186;JUMP Informatique;PARIS Paris;4-5Stéphanie RICHTER;Développeur en finance de marché;http://intranet-if.insa-lyon.fr/stages/descriptif/Stage%20pre-embauche%20-%20ingenieur%20developpeur%20en%20Finance%20de%20Marche.pdf
187;JUMP Informatique;PARIS Paris;4-5Stéphanie RICHTER;Développeur R&amp;D;http://intranet-if.insa-lyon.fr/stages/descriptif/Stage%20pre-embauche%20-%20ingenieur%20developpeur%20R&amp;D.pdf
188;JUMP Informatique;PARIS Paris;4-5Stéphanie RICHTER;assistant Chef de Projet;http://intranet-if.insa-lyon.fr/stages/descriptif/Stage%20pre-embauche%20-%20assistant%20chef%20de%20projet.pdf
